U$1, 327.22, 13.00, 90.00, 4-PIN-RAY-WU-13.5MM, 4PIN-RAY-WU-EDGE-CONNECTOR
U$985, 311.70, 40.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$987, 311.69, 43.10, 0.00, 3512-LED, 3512-LED
U$988, 311.71, 36.90, 180.00, 3512-LED, 3512-LED
U$989, 302.90, 38.40, 180.00, 0603-1U-CAP, 0603
U$99, 188.49, 16.10, 0.00, 3512-LED, 3512-LED
U$990, 302.90, 40.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$992, 302.89, 43.10, 0.00, 3512-LED, 3512-LED
U$993, 302.91, 36.90, 180.00, 3512-LED, 3512-LED
U$994, 294.10, 40.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$996, 294.09, 43.10, 0.00, 3512-LED, 3512-LED
U$997, 294.11, 36.90, 180.00, 3512-LED, 3512-LED
U$998, 285.30, 38.40, 180.00, 0603-1U-CAP, 0603
U$999, 285.30, 40.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
